"","year","State","Population","Violent_Crime_Total","Murder_Nonnegligent_Manslaughter","Legacy_Rape","Revised_Rape","Robbery","Aggravated_Assault","State.1","Population.1","Property_Crime_Total","Burglary","Larceny_Theft","Motor_Vehicle_Theft","State.2","Population.2","Violent_Crime_Rate","Murder_Nonnegligent_Manslaughter_Rate","Legacy_Rape_Rate","Revised_Rape_Rate","Robbery_Rate","Aggravated_Assault_Rate","State.3","Population.3","Property_Crime_Rate","Burglary_Rate","Larceny_Theft_Rate","Motor_Vehicle_Theft_Rate"
"336",2000,"Minnesota","4,919,479","13,813","151","2,240",NA,"3,713","7,709","Minnesota","4,919,479","157,798","26,116","118,250","13,432","Minnesota","4,919,479","280.8",3.1,45.5,NA,NA,NA,"Minnesota","4,919,479","3,207.6","530.9","2,403.7","273"
"337",2000,"Mississippi","2,844,658","10,267","255","1,019",NA,"2,703","6,290","Mississippi","2,844,658","103,644","26,918","69,758","6,968","Mississippi","2,844,658","360.9",9,35.8,NA,NA,NA,"Mississippi","2,844,658","3,643.5","946.3","2,452.2","245"
"338",2000,"Missouri","5,595,211","27,419","347","1,351",NA,"7,598","18,123","Missouri","5,595,211","225,919","41,685","159,539","24,695","Missouri","5,595,211","490",6.2,24.1,NA,NA,NA,"Missouri","5,595,211","4,037.7","745","2,851.3","441.4"
"339",2000,"Montana","902,195","2,807","20","308",NA,"203","2,276","Montana","902,195","32,198","3,624","26,678","1,896","Montana","902,195","311.1",2.2,34.1,NA,NA,NA,"Montana","902,195","3,568.9","437.4","2,957.0","210.2"
"340",2000,"Nebraska","1,711,263","5,606","63","436",NA,"1,147","3,960","Nebraska","1,711,263","64,479","10,131","49,118","5,230","Nebraska","1,711,263","327.6",3.7,25.5,NA,NA,NA,"Nebraska","1,711,263","3,767.9","592","2,870.3","305.6"
"341",2000,"Nevada","1,998,257","10,474","129","860",NA,"4,543","4,942","Nevada","1,998,257","74,823","17,526","44,125","13,172","Nevada","1,998,257","524.2",6.5,43,NA,NA,NA,"Nevada","1,998,257","3,744.4","877.1","2,208.2","659.2"
"342",2000,"New Hampshire","1,235,786","2,167","22","522",NA,"453","1,170","New Hampshire","1,235,786","27,901","4,992","20,761","2,148","New Hampshire","1,235,786","175.4",1.8,42.2,NA,NA,NA,"New Hampshire","1,235,786","2,257.8","404","1,680.0","173.8"
"343",2000,"New Jersey","8,414,350","32,298","289","1,357",NA,"13,553","17,099","New Jersey","8,414,350","233,637","43,924","155,562","34,151","New Jersey","8,414,350","383.8",3.4,16.1,NA,NA,NA,"New Jersey","8,414,350","2,776.6","522","1,848.8","405.9"
"344",2000,"New Mexico","1,819,046","13,786","135","922",NA,"2,499","10,230","New Mexico","1,819,046","86,605","21,339","57,925","7,341","New Mexico","1,819,046","757.9",7.4,50.7,NA,NA,NA,"New Mexico","1,819,046","4,761.0","1,173.1","3,184.4","403.6"
"345",2000,"New York","18,976,457","105,111","952","3,530",NA,"40,539","60,090","New York","18,976,457","483,078","87,946","340,901","54,231","New York","18,976,457","553.9",5,18.6,NA,NA,NA,"New York","18,976,457","2,545.7","463.4","1,796.4","285.8"
"346",2000,"North Carolina","8,049,313","40,051","560","2,181",NA,"12,595","24,715","North Carolina","8,049,313","355,921","97,888","232,767","25,266","North Carolina","8,049,313","497.6",7,27.1,NA,NA,NA,"North Carolina","8,049,313","4,421.8","1,216.1","2,891.8","313.9"
"347",2000,"North Dakota","642,200","523","4","169",NA,"56","294","North Dakota","642,200","14,171","2,093","11,092","986","North Dakota","642,200","81.4",0.6,26.3,NA,NA,NA,"North Dakota","642,200","2,206.6","325.9","1,727.2","153.5"
"348",2000,"Ohio","11,353,140","37,935","418","4,271",NA,"15,610","17,636","Ohio","11,353,140","420,939","88,636","293,277","39,026","Ohio","11,353,140","334.1",3.7,37.6,NA,NA,NA,"Ohio","11,353,140","3,707.7","780.7","2,583.2","343.7"
"349",2000,"Oklahoma","3,450,654","17,177","182","1,422",NA,"2,615","12,958","Oklahoma","3,450,654","140,125","31,661","96,116","12,348","Oklahoma","3,450,654","497.8",5.3,41.2,NA,NA,NA,"Oklahoma","3,450,654","4,060.8","917.5","2,785.4","357.8"
"350",2000,"Oregon","3,421,399","12,000","70","1,286",NA,"2,888","7,756","Oregon","3,421,399","153,780","25,618","114,230","13,932","Oregon","3,421,399","350.7",2,37.6,NA,NA,NA,"Oregon","3,421,399","4,494.7","748.8","3,338.7","407.2"
"351",2000,"Pennsylvania","12,281,054","51,584","602","3,247",NA,"18,155","29,580","Pennsylvania","12,281,054","316,274","54,080","225,869","36,325","Pennsylvania","12,281,054","420",4.9,26.4,NA,NA,NA,"Pennsylvania","12,281,054","2,575.3","440.4","1,839.2","295.8"
"352",2000,"Rhode Island","1,048,319","3,121","45","412",NA,"922","1,742","Rhode Island","1,048,319","33,323","6,620","22,038","4,665","Rhode Island","1,048,319","297.7",4.3,39.3,NA,NA,NA,"Rhode Island","1,048,319","3,178.7","631.5","2,102.2","445"
"353",2000,"South Carolina","4,012,012","33,225","291","1,660",NA,"6,220","25,054","South Carolina","4,012,012","181,290","40,319","125,385","15,586","South Carolina","4,012,012","828.1",7.3,41.4,NA,NA,NA,"South Carolina","4,012,012","4,518.7","969.3","3,125.2","388.5"
"354",2000,"South Dakota","754,844","1,259","7","305",NA,"131","816","South Dakota","754,844","16,252","2,896","12,558","798","South Dakota","754,844","166.8",0.9,40.4,NA,NA,NA,"South Dakota","754,844","2,153.0","383.7","1,663.7","105.7"
"355",2000,"Tennessee","5,689,283","40,233","410","2,186",NA,"9,465","28,172","Tennessee","5,689,283","237,985","56,344","154,111","27,530","Tennessee","5,689,283","707.2",7.2,38.4,NA,NA,NA,"Tennessee","5,689,283","4,183.0","990.4","2,708.8","483.9"
"356",2000,"Texas","20,851,820","113,653","1,238","7,856",NA,"30,257","74,302","Texas","20,851,820","919,658","188,975","637,522","93,161","Texas","20,851,820","545.1",5.9,37.7,NA,NA,NA,"Texas","20,851,820","4,410.4","906.3","3,057.4","446.8"
"357",2000,"Utah","2,233,169","5,711","43","863",NA,"1,242","3,563","Utah","2,233,169","94,247","14,348","73,438","6,461","Utah","2,233,169","255.7",1.9,38.6,NA,NA,NA,"Utah","2,233,169","4,220.3","642.5","3,288.5","289.3"
"358",2000,"Vermont","608,827","691","9","140",NA,"117","425","Vermont","608,827","17,494","3,501","13,184","809","Vermont","608,827","113.5",1.5,23,NA,NA,NA,"Vermont","608,827","2,873.4","575","2,165.5","132.9"
"359",2000,"Virginia","7,078,515","19,943","401","1,616",NA,"6,295","11,631","Virginia","7,078,515","194,405","30,434","146,158","17,813","Virginia","7,078,515","281.7",5.7,22.8,NA,NA,NA,"Virginia","7,078,515","2,746.4","429.9","2,064.8","251.6"
"360",2000,"Washington","5,894,121","21,788","196","2,737",NA,"5,812","13,043","Washington","5,894,121","279,144","53,476","190,650","35,018","Washington","5,894,121","369.7",3.3,46.4,NA,NA,NA,"Washington","5,894,121","4,736.0","907.3","3,234.6","594.1"
"361",2000,"West Virginia","1,808,344","5,723","46","331",NA,"749","4,597","West Virginia","1,808,344","41,344","9,890","28,139","3,315","West Virginia","1,808,344","316.5",2.5,18.3,NA,NA,NA,"West Virginia","1,808,344","2,286.3","546.9","1,556.1","183.3"
"362",2000,"Wisconsin","5,363,675","12,700","169","1,165",NA,"4,537","6,829","Wisconsin","5,363,675","159,424","25,183","119,605","14,636","Wisconsin","5,363,675","236.8",3.2,21.7,NA,NA,NA,"Wisconsin","5,363,675","2,972.3","469.5","2,229.9","272.9"
"363",2000,"Wyoming","493,782","1,316","12","160",NA,"70","1,074","Wyoming","493,782","14,969","2,078","12,318","573","Wyoming","493,782","266.5",2.4,32.4,NA,NA,NA,"Wyoming","493,782","3,031.5","420.8","2,494.6","116"
"364",2000,"United States-Total","281,421,906","1,425,486","15,586","90,178",NA,"408,016","911,706","United States-Total","281,421,906","10,182,584","2,050,992","6,971,590","1,160,002","United States-Total","281,421,906","506.5",5.5,32,NA,NA,NA,"United States-Total","281,421,906","3,618.3","728.8","2,477.3","412.2"
"365",2001,"Alabama","4,468,912","19,582","379","1,369",NA,"5,584","12,250","Alabama","4,468,912","173,253","40,642","119,992","12,619","Alabama","4,468,912","438.2",8.5,30.6,NA,NA,NA,"Alabama","4,468,912","3,876.8","909.4","2,685.0","282.4"
"366",2001,"Alaska","633,630","3,735","39","501",NA,"514","2,681","Alaska","633,630","23,160","3,847","16,695","2,618","Alaska","633,630","589.5",6.2,79.1,NA,NA,NA,"Alaska","633,630","3,655.1","607.1","2,634.8","413.2"
"367",2001,"Arizona","5,306,966","28,675","400","1,518",NA,"8,868","17,889","Arizona","5,306,966","293,874","54,821","186,850","52,203","Arizona","5,306,966","540.3",7.5,28.6,NA,NA,NA,"Arizona","5,306,966","5,537.5","1,033.0","3,520.8","983.7"
"368",2001,"Arkansas","2,694,698","12,190","148","892",NA,"2,181","8,969","Arkansas","2,694,698","99,106","22,196","69,590","7,320","Arkansas","2,694,698","452.4",5.5,33.1,NA,NA,NA,"Arkansas","2,694,698","3,677.8","823.7","2,582.5","271.6"
"369",2001,"California","34,600,463","212,867","2,206","9,960",NA,"64,614","136,087","California","34,600,463","1,134,189","232,273","697,739","204,177","California","34,600,463","615.2",6.4,28.8,NA,"186.7",NA,"California","34,600,463","3,278.0","671.3","2,016.6","590.1"
"370",2001,"Colorado","4,430,989","15,492","158","1,930",NA,"3,555","9,849","Colorado","4,430,989","170,887","28,533","121,360","20,994","Colorado","4,430,989","349.6",3.6,43.6,NA,NA,NA,"Colorado","4,430,989","3,856.6","643.9","2,738.9","473.8"
"371",2001,"Connecticut","3,434,602","11,492","105","639",NA,"4,183","6,565","Connecticut","3,434,602","95,299","17,159","65,762","12,378","Connecticut","3,434,602","334.6",3.1,18.6,NA,NA,NA,"Connecticut","3,434,602","2,774.7","499.6","1,914.7","360.4"
"372",2001,"Delaware","796,599","4,868","23","420",NA,"1,156","3,269","Delaware","796,599","27,399","5,144","19,476","2,779","Delaware","796,599","611.1",2.9,52.7,NA,NA,NA,"Delaware","796,599","3,439.5","645.7","2,444.9","348.9"
"373",2001,"District of Columbia","573,822","9,195","231","181",NA,"3,780","5,003","District of Columbia","573,822","35,232","4,949","22,313","7,970","District of Columbia","573,822","1,602.4",40.3,31.5,NA,NA,NA,"District of Columbia","573,822","6,139.9","862.5","3,888.5","1,388.9"
"374",2001,"Florida","16,373,330","130,713","874","6,641",NA,"32,867","90,331","Florida","16,373,330","782,517","176,052","516,548","89,917","Florida","16,373,330","798.3",5.3,40.6,NA,NA,NA,"Florida","16,373,330","4,779.2","1,075.2","3,154.8","549.2"
"375",2001,"Georgia","8,405,677","41,671","598","2,180",NA,"14,402","24,491","Georgia","8,405,677","347,872","71,799","238,484","37,589","Georgia","8,405,677","495.7",7.1,25.9,NA,NA,NA,"Georgia","8,405,677","4,138.5","854.2","2,837.2","447.2"
"376",2001,"Hawaii","1,227,024","3,117","32","409",NA,"1,142","1,534","Hawaii","1,227,024","62,830","11,162","44,925","6,743","Hawaii","1,227,024","254",2.6,33.3,NA,NA,NA,"Hawaii","1,227,024","5,120.5","909.7","3,661.3","549.5"
"377",2001,"Idaho","1,320,585","3,211","30","425",NA,"245","2,511","Idaho","1,320,585","38,181","7,507","28,285","2,389","Idaho","1,320,585","243.1",2.3,32.2,NA,NA,NA,"Idaho","1,320,585","2,891.2","568.5","2,141.9","180.9"
"378",2001,"Illinois","12,520,227","79,270","982","4,010",NA,"24,931","49,347","Illinois","12,520,227","434,648","79,158","306,757","48,733","Illinois","12,520,227","633.1",7.8,32,NA,NA,NA,"Illinois","12,520,227","3,471.6","632.2","2,450.1","389.2"
"379",2001,"Indiana","6,126,743","22,734","413","1,716",NA,"7,171","13,434","Indiana","6,126,743","211,548","42,758","147,291","21,499","Indiana","6,126,743","371.1",6.7,28,NA,"117",NA,"Indiana","6,126,743","3,452.9","697.9","2,404.1","350.9"
"380",2001,"Iowa","2,931,967","7,865","50","649",NA,"1,154","6,012","Iowa","2,931,967","88,634","16,885","66,244","5,505","Iowa","2,931,967","268.2",1.7,22.1,NA,NA,NA,"Iowa","2,931,967","3,023.0","575.9","2,259.4","187.8"
"381",2001,"Kansas","2,702,125","10,909","92","945",NA,"2,423","7,449","Kansas","2,702,125","105,537","20,514","77,038","7,985","Kansas","2,702,125","403.7",3.4,35,NA,NA,NA,"Kansas","2,702,125","3,905.7","759.2","2,851.0","295.5"
"382",2001,"Kentucky","4,068,816","10,510","181","1,051",NA,"3,269","6,009","Kentucky","4,068,816","107,356","26,964","71,448","8,944","Kentucky","4,068,816","258.3",4.4,25.8,NA,NA,NA,"Kentucky","4,068,816","2,638.5","662.7","1,756.0","219.8"
"383",2001,"Louisiana","4,470,368","30,678","501","1,403",NA,"7,864","20,910","Louisiana","4,470,368","207,693","46,451","139,555","21,687","Louisiana","4,470,368","686.3",11.2,31.4,NA,"175.9",NA,"Louisiana","4,470,368","4,646.0","1,039.1","3,121.8","485.1"
"384",2001,"Maine","1,284,470","1,435","19","326",NA,"264","826","Maine","1,284,470","33,154","6,898","24,585","1,671","Maine","1,284,470","111.7",1.5,25.4,NA,NA,NA,"Maine","1,284,470","2,581.1","537","1,914.0","130.1"
"385",2001,"Maryland","5,386,079","42,088","446","1,449",NA,"13,525","26,668","Maryland","5,386,079","219,512","41,553","145,934","32,025","Maryland","5,386,079","781.4",8.3,26.9,NA,NA,NA,"Maryland","5,386,079","4,075.5","771.5","2,709.5","594.6"
"386",2001,"Massachusetts","6,401,164","30,585","143","1,856",NA,"6,476","22,110","Massachusetts","6,401,164","167,079","32,430","106,821","27,828","Massachusetts","6,401,164","477.8",2.2,29,NA,NA,NA,"Massachusetts","6,401,164","2,610.1","506.6","1,668.8","434.7"
"387",2001,"Michigan","10,006,266","55,424","672","5,264",NA,"12,937","36,551","Michigan","10,006,266","352,353","72,038","226,708","53,607","Michigan","10,006,266","553.9",6.7,52.6,NA,NA,NA,"Michigan","10,006,266","3,521.3","719.9","2,265.7","535.7"
"388",2001,"Minnesota","4,984,535","13,145","119","2,236",NA,"3,758","7,032","Minnesota","4,984,535","165,046","25,496","124,519","15,031","Minnesota","4,984,535","263.7",2.4,44.9,NA,"75.4",NA,"Minnesota","4,984,535","3,311.2","511.5","2,498.1","301.6"
"389",2001,"Mississippi","2,859,733","10,006","282","1,147",NA,"3,294","5,283","Mississippi","2,859,733","109,609","29,821","70,315","9,473","Mississippi","2,859,733","349.9",9.9,40.1,NA,NA,NA,"Mississippi","2,859,733","3,832.8","1,042.8","2,458.8","331.3"
"390",2001,"Missouri","5,637,309","30,472","372","1,383",NA,"7,771","20,946","Missouri","5,637,309","238,411","42,977","167,420","28,014","Missouri","5,637,309","540.5",6.6,24.5,NA,NA,"371.6","Missouri","5,637,309","4,229.2","762.4","2,969.9","496.9"
"391",2001,"Montana","905,382","3,187","34","188",NA,"230","2,735","Montana","905,382","30,175","3,670","24,684","1,821","Montana","905,382","352",3.8,20.8,NA,NA,NA,"Montana","905,382","3,332.8","405.4","2,726.4","201.1"
"392",2001,"Nebraska","1,720,039","5,214","43","431",NA,"1,128","3,612","Nebraska","1,720,039","68,963","9,760","52,713","6,490","Nebraska","1,720,039","303.1",2.5,25.1,NA,NA,NA,"Nebraska","1,720,039","4,009.4","567.4","3,064.6","377.3"
"393",2001,"Nevada","2,097,722","12,359","180","883",NA,"4,932","6,364","Nevada","2,097,722","77,486","17,711","45,073","14,702","Nevada","2,097,722","589.2",8.6,42.1,NA,NA,NA,"Nevada","2,097,722","3,693.8","844.3","2,148.7","700.9"
"394",2001,"New Hampshire","1,259,359","2,144","17","458",NA,"445","1,224","New Hampshire","1,259,359","27,089","4,889","20,060","2,140","New Hampshire","1,259,359","170.2",1.3,36.4,NA,NA,NA,"New Hampshire","1,259,359","2,151.0","388.2","1,592.9","169.9"
"395",2001,"New Jersey","8,511,116","33,094","336","1,278",NA,"14,110","17,370","New Jersey","8,511,116","240,551","46,812","156,031","37,708","New Jersey","8,511,116","388.8",3.9,15,NA,NA,NA,"New Jersey","8,511,116","2,826.3","550","1,833.3","443"
"396",2001,"New Mexico","1,830,935","14,288","99","850",NA,"2,695","10,644","New Mexico","1,830,935","83,095","19,552","56,406","7,137","New Mexico","1,830,935","780.4",5.4,46.4,NA,NA,NA,"New Mexico","1,830,935","4,538.4","1,067.9","3,080.7","389.8"
"397",2001,"New York","19,084,350","98,022","960","3,546",NA,"36,555","56,961","New York","19,084,350","458,003","80,400","329,316","48,287","New York","19,084,350","513.6",5,18.6,NA,NA,NA,"New York","19,084,350","2,399.9","421.3","1,725.6","253"
