"","year","State","Population","Violent_Crime_Total","Murder_Nonnegligent_Manslaughter","Legacy_Rape","Revised_Rape","Robbery","Aggravated_Assault","State.1","Population.1","Property_Crime_Total","Burglary","Larceny_Theft","Motor_Vehicle_Theft","State.2","Population.2","Violent_Crime_Rate","Murder_Nonnegligent_Manslaughter_Rate","Legacy_Rape_Rate","Revised_Rape_Rate","Robbery_Rate","Aggravated_Assault_Rate","State.3","Population.3","Property_Crime_Rate","Burglary_Rate","Larceny_Theft_Rate","Motor_Vehicle_Theft_Rate"
"594",2005,"Massachusetts","6,433,367","29,644","178","1,751",NA,"7,837","19,878","Massachusetts","6,433,367","151,727","34,728","98,079","18,920","Massachusetts","6,433,367","461",2.8,27.2,NA,NA,NA,"Massachusetts","6,433,367","2,358.0","539.8","1,524.0","294"
"595",2005,"Michigan","10,100,833","55,936","629","5,199",NA,"13,348","36,760","Michigan","10,100,833","312,892","70,527","194,090","48,275","Michigan","10,100,833","554",6.2,51.5,NA,NA,NA,"Michigan","10,100,833","3,098.0","698.2","1,922.0","478"
"596",2005,"Minnesota","5,126,739","15,243","115","2,258",NA,"4,724","8,146","Minnesota","5,126,739","158,301","29,716","114,304","14,281","Minnesota","5,126,739","297",2.2,44,NA,NA,NA,"Minnesota","5,126,739","3,088.0","579.6","2,230.0","279"
"597",2005,"Mississippi","2,908,496","8,131","214","1,147",NA,"2,405","4,365","Mississippi","2,908,496","95,231","26,866","60,873","7,492","Mississippi","2,908,496","280",7.4,39.4,NA,NA,NA,"Mississippi","2,908,496","3,274.0","923.7","2,093.0","258"
"598",2005,"Missouri","5,797,703","30,477","402","1,625",NA,"7,196","21,254","Missouri","5,797,703","227,809","42,822","159,288","25,699","Missouri","5,797,703","526",6.9,28,NA,"124.1",NA,"Missouri","5,797,703","3,929.0","738.6","2,747.0","443"
"599",2005,"Montana","934,737","2,634","18","301",NA,"177","2,138","Montana","934,737","29,407","3,642","23,794","1,971","Montana","934,737","282",1.9,32.2,NA,"18.9",NA,"Montana","934,737","3,146.0","389.6","2,546.0","211"
"600",2005,"Nebraska","1,758,163","5,052","44","581",NA,"1,040","3,387","Nebraska","1,758,163","60,348","9,408","45,359","5,581","Nebraska","1,758,163","287",2.5,33,NA,NA,NA,"Nebraska","1,758,163","3,432.0","535.1","2,580.0","317"
"601",2005,"Nevada","2,412,301","14,654","206","1,016",NA,"4,702","8,730","Nevada","2,412,301","102,424","23,481","52,012","26,931","Nevada","2,412,301","608",8.5,42.1,NA,NA,"361.9","Nevada","2,412,301","4,246.0","973.4","2,156.0","1,116.0"
"602",2005,"New Hampshire","1,306,819","1,761","19","406",NA,"365","971","New Hampshire","1,306,819","24,031","4,192","18,493","1,346","New Hampshire","1,306,819","135",1.5,31.1,NA,NA,NA,"New Hampshire","1,306,819","1,839.0","320.8","1,415.0","103"
"603",2005,"New Jersey","8,703,150","30,919","417","1,208",NA,"13,215","16,079","New Jersey","8,703,150","203,391","38,980","136,728","27,683","New Jersey","8,703,150","355",4.8,13.9,NA,NA,NA,"New Jersey","8,703,150","2,337.0","447.9","1,571.0","318"
"604",2005,"New Mexico","1,925,985","12,448","144","1,041",NA,"1,893","9,370","New Mexico","1,925,985","79,575","20,939","50,707","7,929","New Mexico","1,925,985","646",7.5,54.1,NA,NA,NA,"New Mexico","1,925,985","4,132.0","1,087.2","2,633.0","412"
"605",2005,"New York","19,315,721","85,839","874","3,636",NA,"35,179","46,150","New York","19,315,721","405,990","68,034","302,220","35,736","New York","19,315,721","444",4.5,18.8,NA,NA,NA,"New York","19,315,721","2,102.0","352.2","1,565.0","185"
"606",2005,"North Carolina","8,672,459","40,650","585","2,302",NA,"12,635","25,128","North Carolina","8,672,459","353,855","104,298","221,091","28,466","North Carolina","8,672,459","469",6.7,26.5,NA,NA,NA,"North Carolina","8,672,459","4,080.0","1,202.6","2,549.0","328"
"607",2005,"North Dakota","634,605","706","12","180",NA,"54","460","North Dakota","634,605","12,848","2,043","9,732","1,073","North Dakota","634,605","111",1.9,28.4,NA,NA,NA,"North Dakota","634,605","2,025.0","321.9","1,534.0","169"
"608",2005,"Ohio","11,470,685","40,162","590","4,671",NA,"18,673","16,228","Ohio","11,470,685","420,705","100,183","279,051","41,471","Ohio","11,470,685","350",5.1,40.7,NA,NA,NA,"Ohio","11,470,685","3,668.0","873.4","2,433.0","362"
"609",2005,"Oklahoma","3,543,442","18,044","187","1,481",NA,"3,230","13,146","Oklahoma","3,543,442","143,406","35,692","93,814","13,900","Oklahoma","3,543,442","509",5.3,41.8,NA,NA,NA,"Oklahoma","3,543,442","4,047.0","1,007.3","2,648.0","392"
"610",2005,"Oregon","3,638,871","10,444","80","1,266",NA,"2,478","6,620","Oregon","3,638,871","160,199","27,621","113,316","19,262","Oregon","3,638,871","287",2.2,34.8,NA,NA,NA,"Oregon","3,638,871","4,402.0","759.1","3,114.0","529"
"611",2005,"Pennsylvania","12,405,348","52,761","756","3,586",NA,"19,214","29,205","Pennsylvania","12,405,348","300,444","56,134","214,916","29,394","Pennsylvania","12,405,348","425",6.1,28.9,NA,NA,NA,"Pennsylvania","12,405,348","2,422.0","452.5","1,732.0","237"
"612",2005,"Rhode Island","1,073,579","2,710","34","323",NA,"776","1,577","Rhode Island","1,073,579","29,287","5,319","19,567","4,401","Rhode Island","1,073,579","252",3.2,30.1,NA,NA,NA,"Rhode Island","1,073,579","2,728.0","495.4","1,823.0","410"
"613",2005,"South Carolina","4,246,933","32,590","314","1,862",NA,"5,657","24,757","South Carolina","4,246,933","185,606","42,741","126,489","16,376","South Carolina","4,246,933","767",7.4,43.8,NA,NA,NA,"South Carolina","4,246,933","4,370.0","1,006.4","2,978.0","386"
"614",2005,"South Dakota","774,883","1,387","18","377",NA,"145","847","South Dakota","774,883","13,694","2,505","10,350","839","South Dakota","774,883","179",2.3,48.7,NA,"18.7",NA,"South Dakota","774,883","1,767.0","323.3","1,336.0","108"
"615",2005,"Tennessee","5,955,745","45,104","431","2,194",NA,"10,009","32,470","Tennessee","5,955,745","256,093","61,508","169,357","25,228","Tennessee","5,955,745","757",7.2,36.8,NA,NA,NA,"Tennessee","5,955,745","4,300.0","1,032.8","2,844.0","424"
"616",2005,"Texas","22,928,508","121,091","1,407","8,511",NA,"35,790","75,383","Texas","22,928,508","990,293","219,828","677,042","93,423","Texas","22,928,508","528",6.1,37.1,NA,NA,NA,"Texas","22,928,508","4,319.0","958.8","2,953.0","408"
"617",2005,"Utah","2,490,334","5,612","56","920",NA,"1,095","3,541","Utah","2,490,334","95,546","14,971","72,082","8,493","Utah","2,490,334","225",2.2,36.9,NA,NA,NA,"Utah","2,490,334","3,837.0","601.2","2,894.0","341"
"618",2005,"Vermont","622,387","782","8","153",NA,"76","545","Vermont","622,387","14,749","3,185","10,894","670","Vermont","622,387","126",1.3,24.6,NA,"12.2",NA,"Vermont","622,387","2,370.0","511.7","1,750.0","108"
"619",2005,"Virginia","7,564,327","21,434","458","1,763",NA,"7,495","11,718","Virginia","7,564,327","200,404","29,829","154,584","15,991","Virginia","7,564,327","283",6.1,23.3,NA,NA,NA,"Virginia","7,564,327","2,649.0","394.3","2,044.0","211"
"620",2005,"Washington","6,291,899","21,745","205","2,811",NA,"5,788","12,941","Washington","6,291,899","307,661","60,343","198,031","49,287","Washington","6,291,899","346",3.3,44.7,NA,NA,NA,"Washington","6,291,899","4,890.0","959.1","3,147.0","783"
"621",2005,"West Virginia","1,814,083","4,968","82","335",NA,"816","3,735","West Virginia","1,814,083","47,757","11,334","32,603","3,820","West Virginia","1,814,083","274",4.5,18.5,NA,NA,"205.9","West Virginia","1,814,083","2,633.0","624.8","1,797.0","211"
"622",2005,"Wisconsin","5,527,644","13,367","206","1,135",NA,"4,555","7,471","Wisconsin","5,527,644","147,556","24,448","110,531","12,577","Wisconsin","5,527,644","242",3.7,20.5,NA,NA,NA,"Wisconsin","5,527,644","2,669.0","442.3","2,000.0","228"
"623",2005,"Wyoming","508,798","1,172","14","122",NA,"78","958","Wyoming","508,798","16,070","2,426","12,905","739","Wyoming","508,798","230",2.8,24,NA,NA,NA,"Wyoming","508,798","3,158.0","476.8","2,536.0","145"
"624",2005,"United States-Total","296,507,061","1,390,745","16,740","94,347",NA,"417,438","862,220","United States-Total","296,507,061","10,174,754","2,155,448","6,783,447","1,235,859","United States-Total","296,507,061","469",5.6,31.8,NA,"140.8",NA,"United States-Total","296,507,061","3,431.5","726.9","2,287.8","416.8"
"625",2006,"Alabama","4,599,030","19,553","382","1,646",NA,"7,062","10,463","Alabama","4,599,030","181,249","44,780","121,451","15,018","Alabama","4,599,030","425.2",8.3,35.8,NA,NA,NA,"Alabama","4,599,030","3,941.0","973.7","2,640.8","326.5"
"626",2006,"Alaska","670,053","4,610","36","512",NA,"600","3,462","Alaska","670,053","23,975","4,155","17,284","2,536","Alaska","670,053","688",5.4,76.4,NA,NA,NA,"Alaska","670,053","3,578.1","620.1","2,579.5","378.5"
"627",2006,"Arizona","6,166,318","33,456","533","2,449",NA,"9,491","20,983","Arizona","6,166,318","294,389","59,418","178,321","56,650","Arizona","6,166,318","542.6",8.6,39.7,NA,NA,NA,"Arizona","6,166,318","4,774.1","963.6","2,891.9","918.7"
"628",2006,"Arkansas","2,810,872","15,538","205","1,325",NA,"2,749","11,259","Arkansas","2,810,872","112,025","31,864","72,646","7,515","Arkansas","2,810,872","552.8",7.3,47.1,NA,NA,NA,"Arkansas","2,810,872","3,985.4","1,133.6","2,584.5","267.4"
"629",2006,"California","36,457,549","194,483","2,486","9,235",NA,"71,142","111,620","California","36,457,549","1,159,988","247,230","669,103","243,655","California","36,457,549","533.5",6.8,25.3,NA,NA,NA,"California","36,457,549","3,181.7","678.1","1,835.3","668.3"
"630",2006,"Colorado","4,753,377","18,794","171","2,158",NA,"3,824","12,641","Colorado","4,753,377","163,439","32,411","110,372","20,656","Colorado","4,753,377","395.4",3.6,45.4,NA,NA,NA,"Colorado","4,753,377","3,438.4","681.9","2,322.0","434.6"
"631",2006,"Connecticut","3,504,809","10,505","137","696",NA,"4,460","5,212","Connecticut","3,504,809","90,638","15,583","64,765","10,290","Connecticut","3,504,809","299.7",3.9,19.9,NA,NA,NA,"Connecticut","3,504,809","2,586.1","444.6","1,847.9","293.6"
"632",2006,"Delaware","853,476","5,983","42","417",NA,"1,791","3,733","Delaware","853,476","29,670","6,337","20,449","2,884","Delaware","853,476","701",4.9,48.9,NA,NA,NA,"Delaware","853,476","3,476.4","742.5","2,396.0","337.9"
"633",2006,"District of Columbia","581,530","8,772","169","185",NA,"3,829","4,589","District of Columbia","581,530","27,064","3,835","15,908","7,321","District of Columbia","581,530","1,508.4",29.1,31.8,NA,NA,NA,"District of Columbia","581,530","4,653.9","659.5","2,735.5","1,258.9"
"634",2006,"Florida","18,089,888","129,602","1,129","6,475",NA,"34,147","87,851","Florida","18,089,888","721,101","170,873","473,774","76,454","Florida","18,089,888","716.4",6.2,35.8,NA,NA,NA,"Florida","18,089,888","3,986.2","944.6","2,619.0","422.6"
"635",2006,"Georgia","9,363,941","44,754","605","2,169",NA,"15,511","26,469","Georgia","9,363,941","362,712","85,140","234,445","43,127","Georgia","9,363,941","477.9",6.5,23.2,NA,NA,NA,"Georgia","9,363,941","3,873.5","909.2","2,503.7","460.6"
"636",2006,"Hawaii","1,285,498","3,608","21","353",NA,"1,144","2,090","Hawaii","1,285,498","54,247","8,724","37,784","7,739","Hawaii","1,285,498","280.7",1.6,27.5,NA,NA,NA,"Hawaii","1,285,498","4,219.9","678.6","2,939.3","602"
"637",2006,"Idaho","1,466,465","3,666","35","611",NA,"294","2,726","Idaho","1,466,465","35,135","7,545","25,154","2,436","Idaho","1,466,465","250",2.4,41.7,NA,NA,NA,"Idaho","1,466,465","2,395.9","514.5","1,715.3","166.1"
"638",2006,"Illinois","12,831,970","69,498","780","4,078",NA,"23,782","40,858","Illinois","12,831,970","387,478","77,259","272,578","37,641","Illinois","12,831,970","541.6",6.1,31.8,NA,NA,NA,"Illinois","12,831,970","3,019.6","602.1","2,124.2","293.3"
"639",2006,"Indiana","6,313,520","20,303","361","1,811",NA,"7,175","10,956","Indiana","6,313,520","217,783","45,538","150,655","21,590","Indiana","6,313,520","321.6",5.7,28.7,NA,NA,NA,"Indiana","6,313,520","3,449.5","721.3","2,386.2","342"
"640",2006,"Iowa","2,982,085","8,521","55","871",NA,"1,309","6,286","Iowa","2,982,085","84,202","18,160","60,998","5,044","Iowa","2,982,085","285.7",1.8,29.2,NA,NA,NA,"Iowa","2,982,085","2,823.6","609","2,045.5","169.1"
"641",2006,"Kansas","2,764,075","11,960","125","1,279",NA,"1,878","8,678","Kansas","2,764,075","104,260","20,086","75,450","8,724","Kansas","2,764,075","432.7",4.5,46.3,NA,NA,NA,"Kansas","2,764,075","3,772.0","726.7","2,729.7","315.6"
"642",2006,"Kentucky","4,206,074","11,361","173","1,312",NA,"3,850","6,026","Kentucky","4,206,074","109,428","27,867","72,197","9,364","Kentucky","4,206,074","270.1",4.1,31.2,NA,NA,NA,"Kentucky","4,206,074","2,601.7","662.5","1,716.5","222.6"
"643",2006,"Louisiana","4,287,768","30,923","555","1,587",NA,"5,928","22,853","Louisiana","4,287,768","174,975","46,703","112,605","15,667","Louisiana","4,287,768","721.2",12.9,37,NA,NA,NA,"Louisiana","4,287,768","4,080.8","1,089.2","2,626.2","365.4"
"644",2006,"Maine","1,321,574","1,533","23","341",NA,"383","786","Maine","1,321,574","33,658","6,846","25,465","1,347","Maine","1,321,574","116",1.7,25.8,NA,NA,NA,"Maine","1,321,574","2,546.8","518","1,926.9","101.9"
"645",2006,"Maryland","5,615,727","38,111","546","1,178",NA,"14,376","22,011","Maryland","5,615,727","195,484","37,459","127,502","30,523","Maryland","5,615,727","678.6",9.7,21,NA,NA,NA,"Maryland","5,615,727","3,481.0","667","2,270.4","543.5"
"646",2006,"Massachusetts","6,437,193","32,217","188","1,771",NA,"8,080","22,178","Massachusetts","6,437,193","153,943","35,243","100,725","17,975","Massachusetts","6,437,193","500.5",2.9,27.5,NA,NA,NA,"Massachusetts","6,437,193","2,391.5","547.5","1,564.7","279.2"
"647",2006,"Michigan","10,095,643","56,981","721","5,347",NA,"14,229","36,684","Michigan","10,095,643","325,594","76,313","199,183","50,098","Michigan","10,095,643","564.4",7.1,53,NA,NA,NA,"Michigan","10,095,643","3,225.1","755.9","1,973.0","496.2"
"648",2006,"Minnesota","5,167,101","16,042","126","1,645",NA,"5,441","8,830","Minnesota","5,167,101","159,276","30,306","115,693","13,277","Minnesota","5,167,101","310.5",2.4,31.8,NA,NA,NA,"Minnesota","5,167,101","3,082.5","586.5","2,239.0","257"
"649",2006,"Mississippi","2,910,540","9,076","231","1,039",NA,"3,259","4,547","Mississippi","2,910,540","92,853","27,117","57,406","8,330","Mississippi","2,910,540","311.8",7.9,35.7,NA,NA,NA,"Mississippi","2,910,540","3,190.2","931.7","1,972.3","286.2"
"650",2006,"Missouri","5,842,713","31,897","369","1,764",NA,"7,597","22,167","Missouri","5,842,713","224,007","44,734","153,874","25,399","Missouri","5,842,713","545.9",6.3,30.2,NA,NA,NA,"Missouri","5,842,713","3,834.0","765.6","2,633.6","434.7"
"651",2006,"Montana","944,632","3,564","33","348",NA,"233","2,950","Montana","944,632","26,986","3,380","21,659","1,947","Montana","944,632","377.3",3.5,36.8,NA,NA,NA,"Montana","944,632","2,856.8","357.8","2,292.9","206.1"
"652",2006,"Nebraska","1,768,331","5,197","51","577",NA,"1,136","3,433","Nebraska","1,768,331","59,411","9,535","44,710","5,166","Nebraska","1,768,331","293.9",2.9,32.6,NA,NA,NA,"Nebraska","1,768,331","3,359.7","539.2","2,528.4","292.1"
"653",2006,"Nevada","2,495,529","18,687","226","1,092",NA,"7,038","10,331","Nevada","2,495,529","102,338","24,902","50,429","27,007","Nevada","2,495,529","748.8",9.1,43.8,NA,NA,NA,"Nevada","2,495,529","4,100.9","997.9","2,020.8","1,082.2"
"654",2006,"New Hampshire","1,314,895","1,785","13","295",NA,"435","1,042","New Hampshire","1,314,895","26,060","4,395","20,179","1,486","New Hampshire","1,314,895","138.8",1,22.4,NA,NA,NA,"New Hampshire","1,314,895","1,981.9","334.2","1,534.6","113"
"655",2006,"New Jersey","8,724,560","30,550","427","1,201",NA,"13,360","15,562","New Jersey","8,724,560","198,820","39,384","134,687","24,749","New Jersey","8,724,560","350.2",4.9,13.8,NA,NA,NA,"New Jersey","8,724,560","2,278.9","451.4","1,543.8","283.7"
"656",2006,"New Mexico","1,954,599","12,797","134","1,073",NA,"2,095","9,495","New Mexico","1,954,599","76,000","20,906","45,864","9,230","New Mexico","1,954,599","654.7",6.9,54.9,NA,NA,NA,"New Mexico","1,954,599","3,888.3","1,069.6","2,346.5","472.2"
"657",2006,"New York","19,306,183","84,016","922","3,168",NA,"34,459","45,467","New York","19,306,183","398,577","68,617","297,827","32,133","New York","19,306,183","435.2",4.8,16.4,NA,NA,NA,"New York","19,306,183","2,064.5","355.4","1,542.7","166.4"
"658",2006,"North Carolina","8,856,505","42,088","539","2,495",NA,"13,468","25,586","North Carolina","8,856,505","364,549","107,333","227,114","30,102","North Carolina","8,856,505","475.2",6.1,28.2,NA,NA,NA,"North Carolina","8,856,505","4,116.2","1,211.9","2,564.4","339.9"
"659",2006,"North Dakota","635,867","1,255","14","241",NA,"75","925","North Dakota","635,867","13,359","2,601","9,672","1,086","North Dakota","635,867","197.4",2.2,37.9,NA,NA,"145.5","North Dakota","635,867","2,100.9","409","1,521.1","170.8"
"660",2006,"Ohio","11,478,006","41,491","560","4,770",NA,"19,418","16,743","Ohio","11,478,006","423,334","105,639","279,718","37,977","Ohio","11,478,006","361.5",4.9,41.6,NA,NA,NA,"Ohio","11,478,006","3,688.2","920.4","2,437.0","330.9"
"661",2006,"Oklahoma","3,579,212","17,905","210","1,488",NA,"3,145","13,062","Oklahoma","3,579,212","129,728","34,437","81,853","13,438","Oklahoma","3,579,212","500.2",5.9,41.6,NA,NA,NA,"Oklahoma","3,579,212","3,624.5","962.1","2,286.9","375.4"
"662",2006,"Oregon","3,700,758","10,534","88","1,219",NA,"2,711","6,516","Oregon","3,700,758","137,858","24,324","98,897","14,637","Oregon","3,700,758","284.6",2.4,32.9,NA,NA,NA,"Oregon","3,700,758","3,725.1","657.3","2,672.3","395.5"
"663",2006,"Pennsylvania","12,440,621","55,028","741","3,611",NA,"21,095","29,581","Pennsylvania","12,440,621","304,589","57,739","217,142","29,708","Pennsylvania","12,440,621","442.3",6,29,NA,"169.6",NA,"Pennsylvania","12,440,621","2,448.3","464.1","1,745.4","238.8"
"664",2006,"Rhode Island","1,067,610","2,460","27","289",NA,"740","1,404","Rhode Island","1,067,610","27,914","5,453","18,852","3,609","Rhode Island","1,067,610","230.4",2.5,27.1,NA,NA,NA,"Rhode Island","1,067,610","2,614.6","510.8","1,765.8","338"
"665",2006,"South Carolina","4,321,249","33,322","362","1,834",NA,"5,902","25,224","South Carolina","4,321,249","184,712","42,952","125,075","16,685","South Carolina","4,321,249","771.1",8.4,42.4,NA,NA,NA,"South Carolina","4,321,249","4,274.5","994","2,894.4","386.1"
"666",2006,"South Dakota","781,919","2,071","30","465",NA,"158","1,418","South Dakota","781,919","13,812","3,024","9,954","834","South Dakota","781,919","264.9",3.8,59.5,NA,NA,NA,"South Dakota","781,919","1,766.4","386.7","1,273.0","106.7"
"667",2006,"Tennessee","6,038,803","46,043","419","2,194",NA,"11,143","32,287","Tennessee","6,038,803","249,860","63,024","164,183","22,653","Tennessee","6,038,803","762.5",6.9,36.3,NA,NA,NA,"Tennessee","6,038,803","4,137.6","1,043.7","2,718.8","375.1"
"668",2006,"Texas","23,507,783","121,602","1,386","8,429",NA,"37,256","74,531","Texas","23,507,783","959,846","215,710","648,711","95,425","Texas","23,507,783","517.3",5.9,35.9,NA,NA,NA,"Texas","23,507,783","4,083.1","917.6","2,759.6","405.9"
"669",2006,"Utah","2,550,063","5,771","51","891",NA,"1,242","3,587","Utah","2,550,063","89,572","14,721","66,480","8,371","Utah","2,550,063","226.3",2,34.9,NA,NA,NA,"Utah","2,550,063","3,512.5","577.3","2,607.0","328.3"
"670",2006,"Vermont","623,908","905","14","173",NA,"114","604","Vermont","623,908","14,920","3,443","10,857","620","Vermont","623,908","145.1",2.2,27.7,NA,NA,NA,"Vermont","623,908","2,391.4","551.8","1,740.2","99.4"
"671",2006,"Virginia","7,642,884","21,683","403","1,829",NA,"7,779","11,672","Virginia","7,642,884","190,257","32,166","143,292","14,799","Virginia","7,642,884","283.7",5.3,23.9,NA,NA,NA,"Virginia","7,642,884","2,489.3","420.9","1,874.8","193.6"
"672",2006,"Washington","6,395,798","22,303","197","2,748",NA,"6,424","12,934","Washington","6,395,798","288,456","58,843","183,179","46,434","Washington","6,395,798","348.7",3.1,43,NA,NA,NA,"Washington","6,395,798","4,510.1","920","2,864.1","726"
